Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Leap India,logistics & supply chain,unknown,10000000.0,Mumbai,2021,Autommotive $ Transportation
SuperBottoms,consumer goods,unknown,400000.0,Mumbai,2021,Other
Cora Health,health,Early Stage,600000.0,Bangalore,2021,Healthcare
Battery Smart,renewables & environment,Early Stage,7000000.0,New Delhi,2021,Other
The Good Glamm Group,information technology & services,Series A to Series H,150000000.0,Pune,2021,Technology
Mosaic Wellness,health,Series A to Series H,24000000.0,Mumbai,2021,Healthcare
CloudFiles,saas startup,Early Stage,300000.0,Bangalore,2021,Other
The Viral Fever,entertainment,unknown,2000000.0,Mumbai,2021,Other
Xpand,retail,Early Stage,1500000.0,New Delhi,2021,Other
Troo Good,e-commerce,Series A to Series H,7000000.0,Hyderabad,2021,E-Commerce & Marketplace
Prodo,business supplies & equipment,Early Stage,300000.0,New Delhi,2021,Other
Unnati,fintech,Series A to Series H,7000000.0,Noida,2021,Technology
Lysto,nft,Early Stage,3000000.0,Bangalore,2021,Other
Wakefit,furniture,Series A to Series H,20000000.0,Bangalore,2021,Other
Buyofuel,oil & energy,Early Stage,100000.0,Coimbatore,2021,Other
ElectricPe,ev,Early Stage,3000000.0,Bangalore,2021,Other
Vayana Network,financial services,Series A to Series H,30000000.0,Pune,2021,Consulting & Services
Valuationary,e-learning,Early Stage,100000.0,Surat,2021,Other
Knocksense,online media,unknown,150000.0,Lucknow,2021,Other
Petpooja,information technology & services,unknown,4500000.0,Ahmedabad,2021,Technology
Wingreens Farms,food & beverages,unknown,17000000.0,Gurugram,2021,Food & Agriculture
Doola,company-as-a-service,unknown,3000000.0,New York,2021,Other
EyeMyEye,eyewear,Early Stage,2000000.0,Gurugram,2021,Other
Bombay Hemp Company,textiles,unknown,2000000.0,Mumbai,2021,Other
DGV,information technology & services,Early Stage,3000000.0,Bangalore,2021,Technology
GuardianLink,information technology & services,Series A to Series H,12000000.0,Chennai,2021,Technology
Clinikk,hospital & health care,Early Stage,4000000.0,Bangalore,2021,Healthcare
Toplyne,computer software,unknown,2500000.0,Bangalore,2021,Technology
Mensa,d2c,Series A to Series H,135000000.0,Bangalore,2021,Other
GENLEAP,professional training & coaching,Early Stage,8000000.0,Haryana,2021,Other
Planys,maritime,Early Stage,1600000.0,Chennai,2021,Other
Wonderchef,consumer goods,unknown,20000000.0,Mumbai,2021,Other
GoKwik,information technology & services,Series A to Series H,15000000.0,New Delhi,2021,Technology
Velocity,financial services,Series A to Series H,20000000.0,Bangalore,2021,Consulting & Services
SalaryBox,financial services,Early Stage,4000000.0,Gurugram,2021,Consulting & Services
Boingg,furniture,Early Stage,200000.0,Gurugram,2021,Other
Better Capital,venture capital & private equity,unknown,15000000.0,Santra,2021,Other
Tickertape,financial services,unknown,5000000.0,Bangalore,2021,Consulting & Services
Zenpay Solutions,financial services,unknown,111909478.7413793,New Delhi,2021,Consulting & Services
Disprz,e-learning,Series A to Series H,13000000.0,Mumbai,2021,Other
Arbo Works,computer software,unknown,111909478.7413793,Mountain View,2021,Technology
Inzpira,e-learning,Early Stage,300000.0,Trivandrum,2021,Other
Defy,financial services,unknown,5500000.0,Bangalore,2021,Consulting & Services
Mindhouse,health,Early Stage,6000000.0,Gurugram,2021,Healthcare
Homversity,housing marketplace,unknown,155000.0,Ahmedabad,2021,E-Commerce & Marketplace
Toppersnotes,education management,Early Stage,1000000.0,Jaipur,2021,Other
NoBroker.com,real estate,Series A to Series H,2100000.0,Bangalore,2021,Real Estate $ Property
Haber,industrial automation,Series A to Series H,20000000.0,Pune,2021,Autommotive $ Transportation
True Balance,financial services,unknown,30000000.0,Gurugram,2021,Consulting & Services
Recordent,financial services,unknown,400000.0,Hyderabad,2021,Consulting & Services
Koparo,consumer goods,Early Stage,700000.0,New Delhi,2021,Other
Indifi,financial services,unknown,40000000.0,Gurugram,2021,Consulting & Services
Settl,real estate,Early Stage,500000.0,Bangalore,2021,Real Estate $ Property
Park+,tech startup,Series A to Series H,25000000.0,New Delhi,2021,Technology
Simple Energy,automotive,Early Stage,21000000.0,Bangalore,2021,Autommotive $ Transportation
Dream Sports,sports,unknown,840000000.0,Mumbai,2021,Other
Spinny,automotive,Series A to Series H,248000000.0,Gurugram,2021,Autommotive $ Transportation
Rentomojo,furniture rental,unknown,10000000.0,Bangalore,2021,Other
Slice,financial services,Series A to Series H,220000000.0,Bangalore,2021,Consulting & Services
21K School,e-learning,Early Stage,5000000.0,Bangalore,2021,Other
Adda247,e-learning,Series A to Series H,20000000.0,Gurugram,2021,Other
Loop Health,hospital & health care,unknown,12000000.0,Pune,2021,Healthcare
Rupifi,financial services,Later Stage,1000000.0,Bangalore,2021,Consulting & Services
RENEE Cosmetics,cosmetics,Early Stage,1500000.0,Ahmedabad,2021,Other
Svish,consumer goods,Early Stage,400000.0,Gurugram,2021,Other
Progcap,fintech,Series A to Series H,30000000.0,New Delhi,2021,Technology
Smartstaff,recruitment,unknown,4300000.0,Bangalore,2021,Other
D’Moksha Homes,textiles,Early Stage,570000.0,Mumbai,2021,Other
ANS Commerce,e-commerce,Early Stage,2200000.0,Gurugram,2021,E-Commerce & Marketplace
Mobileware Technologies,information technology & services,unknown,4700000.0,Mumbai,2021,Technology
GramCover,insurance,Series A to Series H,7000000.0,Noida,2021,Finance $ Banking
BYJU'S,edtech,unknown,300000000.0,Bangalore,2021,Technology
Hyperface,information technology & services,unknown,1300000.0,Bangalore,2021,Technology
Licious,food & beverages,Series A to Series H,52000000.0,Bangalore,2021,Food & Agriculture
Chalo,mobility,Series A to Series H,40000000.0,Mumbai,2021,Other
Kaar Technologies,information technology & services,unknown,4000000.0,Chennai,2021,Technology
Kissan Pro,farming,unknown,111909478.7413793,Jharkhand,2021,Other
Sunstone Eduversity,edtech,Series A to Series H,28000000.0,Gurugram,2021,Technology
Ozonetel,telecommunications,Series A to Series H,5000000.0,Hyderabad,2021,Other
CoinSwitch Kuber,crypto,Series A to Series H,260000000.0,Bangalore,2021,Other
Pazcare,insurance,Early Stage,3500000.0,Bangalore,2021,Finance $ Banking
kWh Bikes,automotive,Early Stage,2000000.0,Bangalore,2021,Autommotive $ Transportation
IBSFINtech,information technology & services,Early Stage,1000000.0,Bangalore,2021,Technology
LeadSquared,computer software,unknown,111909478.7413793,Bangalore,2021,Technology
Phool.co,renewables & environment,unknown,111909478.7413793,Kanpur,2021,Other
Twin Health,health,Series A to Series H,140000000.0,Chennai,2021,Healthcare
Trica,equity management,Early Stage,3000000.0,Mumbai,2021,Other
mHealth,health,Early Stage,111909478.7413793,New Delhi,2021,Healthcare
Rebel Foods,cloud kitchen,Series A to Series H,175000000.0,Mumbai,2021,Other
ProfitWheel,marketing & advertising,Early Stage,3000000.0,Mumbai,2021,E-Commerce & Marketplace
Log 9 Materials,nanotechnology,unknown,2000000.0,Bangalore,2021,Technology
Chingari,entertainment,unknown,19000000.0,Bangalore,2021,Other
Ishitva,computer software,Early Stage,1000000.0,Ahmedabad,2021,Technology
Ola Electric,automotive,unknown,200000000.0,Bangalore,2021,Autommotive $ Transportation
leap.club,community,Early Stage,810000.0,Gurugram,2021,Other
F5,retail,Early Stage,600000.0,New Delhi,2021,Other
ForeignAdmits,higher education,Early Stage,400000.0,Bangalore,2021,Other
SALT,financial services,Early Stage,500000.0,Bangalore,2021,Consulting & Services
EarnWealth,financial services,Early Stage,500000.0,Pune,2021,Consulting & Services
Visit Health,health,unknown,7500000.0,New Delhi,2021,Healthcare
Crater.Club,media,Early Stage,700000.0,Bangalore,2021,Other
NFTically,nft,Early Stage,1000000.0,Gurugram,2021,Other
ReshaMandi,b2b,Series A to Series H,30000000.0,Bangalore,2021,Other
Zetwerk,mechanical or industrial engineering,unknown,600000000.0,Bangalore,2021,Other
Hubilo,software startup,Series A to Series H,125000000.0,Ahmedabad,2021,Technology
M2P Fintech,financial services,Series A to Series H,35000000.0,Chennai,2021,Consulting & Services
Open Financial Technologies,financial services,Series A to Series H,90000000.0,Bangalore,2021,Consulting & Services
Niro,financial services,Early Stage,3500000.0,Bangalore,2021,Consulting & Services
Wiingy,e-learning,unknown,400000.0,Bangalore,2021,Other
CarDekho,automotive,Series A to Series H,250000000.0,Jaipur,2021,Autommotive $ Transportation
Melorra,d2c jewellery,unknown,24000000.0,Bangalore,2021,Healthcare
AnKa SumMor,sales and distribution,Early Stage,1000000.0,Bangalore,2021,Other
Toch.ai,saas,Series A to Series H,11000000.0,Mumbai,2021,Other
Playto Labs,e-learning,Early Stage,500000.0,Bangalore,2021,Other
Fraazo,food & beverages,Series A to Series H,50000000.0,Mumbai,2021,Food & Agriculture
Arcana,information technology & services,unknown,2300000.0,Bangalore,2021,Technology
FloCareer,information services,Series A to Series H,5700000.0,Bangalore,2021,Consulting & Services
Nap Chief,apparel & fashion,Early Stage,200000.0,Mumbai,2021,Other
AcknoLedger,crypto,Early Stage,1500000.0,Mumbai,2021,Other
ApplicateAI,information technology & services,Series A to Series H,30000000.0,Gurugram,2021,Technology
VLCC Health Care,health,unknown,4000000.0,Gurugram,2021,Healthcare
Duroflex,furniture,unknown,60000000.0,Bangalore,2021,Other
Aviom India,financial services,Series A to Series H,8000000.0,Bhilwara,2021,Consulting & Services
Onato,computer software,unknown,2200000.0,Bangalore,2021,Technology
Mestastop Solutions,biotechnology,unknown,100000.0,Bangalore,2021,Technology
SaaS Labs,saas,Series A to Series H,17000000.0,Noida,2021,Other
Devnagri,translation & localization,Early Stage,600000.0,Noida,2021,Other
CRED,finance,Series A to Series H,250000000.0,Bangalore,2021,Finance $ Banking
ConveGenius,education management,Early Stage,5000000.0,Noida,2021,Other
Totality,entertainment,unknown,1000000.0,Gurugram,2021,Other
CredAble,financial services,Series A to Series H,30000000.0,Mumbai,2021,Consulting & Services
MarketWolf,financial services,Early Stage,5500000.0,Mumbai,2021,Consulting & Services
Wondrlab,marketing & advertising,Early Stage,7000000.0,Mumbai,2021,E-Commerce & Marketplace
SUN Mobility,automotive,unknown,50000000.0,Bangalore,2021,Autommotive $ Transportation
Tamasha,entertainment,Early Stage,3000000.0,Mumbai,2021,Other
Revfin,financial services,Early Stage,4000000.0,New Delhi,2021,Consulting & Services
Yu Foodlabs,food & beverages,Early Stage,1000000.0,Gurugram,2021,Food & Agriculture
MergerDomo,investment banking,unknown,500000.0,New Delhi,2021,Finance $ Banking
FarMart,farming,Series A to Series H,10000000.0,Gurugram,2021,Other
Questt,edtech,Series A to Series H,6750000.0,Gurugram,2021,Technology
IDfy,information technology & services,Series A to Series H,10000000.0,Mumbai,2021,Technology
ClearDekho,retail,Early Stage,4000000.0,Ghaziabad,2021,Other
BookingJini,hospitality,Early Stage,1200000.0,Gurugram,2021,Other
Sourcewiz,information technology & services,Early Stage,3000000.0,Gurugram,2021,Technology
Tvasta,mechanical or industrial engineering,unknown,400000.0,Chennai,2021,Other
Kafqa Academy,e-learning,Early Stage,1300000.0,Bangalore,2021,Other
Trell,social commerce,unknown,100000000.0,Bangalore,2021,E-Commerce & Marketplace
Storia,food & beverages,Series A to Series H,6000000.0,Mumbai,2021,Food & Agriculture
Clear,computer software,Series A to Series H,75000000.0,Bangalore,2021,Technology
Groww,finance,Series A to Series H,250000000.0,Bangalore,2021,Finance $ Banking
The Indus Valley,consumer goods,unknown,1100000.0,Chennai,2021,Other
BharatPe,financial services,unknown,10000000.0,New Delhi,2021,Consulting & Services
Teachmint,e-learning,Series A to Series H,78000000.0,Bangalore,2021,Other
Porter,logistics & supply chain,Series A to Series H,100000000.0,Bangalore,2021,Autommotive $ Transportation
O4S,information technology & services,Series A to Series H,6000000.0,Gurugram,2021,Technology
Wobb,marketing,Early Stage,200000.0,Gurugram,2021,E-Commerce & Marketplace
BASIC Home Loan,financial services,Series A to Series H,3500000.0,Gurugram,2021,Consulting & Services
Siply,financial services,Early Stage,3200000.0,Bangalore,2021,Consulting & Services
BankSathi,financial services,unknown,500000.0,New Delhi,2021,Consulting & Services
Gramophone,agritech,unknown,10000000.0,Indore,2021,Technology
Healofy,femtech,Series A to Series H,6000000.0,Bangalore,2021,Technology
E42,computer software,Series A to Series H,5400000.0,Pune,2021,Technology
Spottabl,human resources,Early Stage,400000.0,Bangalore,2021,Other
DeHaat,information technology & services,Series A to Series H,115000000.0,Gurugram,2021,Technology
Shumee,retail,unknown,111909478.7413793,Bangalore,2021,Other
Zolve,financial services,Series A to Series H,40000000.0,Bangalore,2021,Consulting & Services
Instoried,computer software,unknown,8000000.0,Bangalore,2021,Technology
SportZchain,sports,Early Stage,400000.0,Mumbai,2021,Other
Hypto,tech startup,Early Stage,3000000.0,Chennai,2021,Technology
CHUPPS,foootwear,Early Stage,1100000.0,Mumbai,2021,Other
Zenduty,computer software,Early Stage,1900000.0,Bangalore,2021,Technology
R for Rabbit,consumer goods,unknown,5000000.0,Ahmedabad,2021,Other
Acko,insurance,Series A to Series H,255000000.0,Bangalore,2021,Finance $ Banking
LoveLocal,retail,Early Stage,18000000.0,Mumbai,2021,Other
SupplyNote,food & beverages,Early Stage,1200000.0,Noida,2021,Food & Agriculture
Vakilsearch,legal services,unknown,10000000.0,Chennai,2021,Consulting & Services
Cloudphysician,hospital & health care,Early Stage,4000000.0,Bangalore,2021,Healthcare
Wiggles.in,veterinary,Early Stage,5500000.0,Pune,2021,Other
Avanti Finance,financial services,Series A to Series H,15000000.0,Bangalore,2021,Consulting & Services
Vanity Wagon,consumer goods,Early Stage,700000.0,New Delhi,2021,Other
Purplle,e-commerce,unknown,70000000.0,Mumbai,2021,E-Commerce & Marketplace
Wallmantra,arts & crafts,unknown,111909478.7413793,Noida,2021,Other
MFine,hospital & health care,Series A to Series H,48000000.0,Bangalore,2021,Healthcare
Aquatein,food & beverages,Early Stage,111909478.7413793,Mumbai,2021,Food & Agriculture
Mentza,e-learning,Early Stage,400000.0,Mumbai,2021,Other
ConnectedH,hospital & health care,Early Stage,2300000.0,Gurugram,2021,Healthcare
CredAvenue,fintech,Series A to Series H,90000000.0,Chennai,2021,Technology
Vedantu,e-learning,Series A to Series H,100000000.0,Bangalore,2021,Other
Exotel,telecommunications,Series A to Series H,35000000.0,Bangalore,2021,Other
Fantasy Akhada,sports,Series A to Series H,2000000.0,Gurugram,2021,Other
Meesho,social commerce,unknown,570000000.0,Bangalore,2021,E-Commerce & Marketplace
PumPumPum,automotive,unknown,111909478.7413793,Gurugram,2021,Autommotive $ Transportation
Cusmat,computer software,Early Stage,100000.0,Hyderabad,2021,Technology
Homeville,information technology & services,unknown,7000000.0,Mumbai,2021,Technology
Coinshift,blockchain,Early Stage,2500000.0,Chandigarh,2021,Other
Strip Finance,financial services,Early Stage,400000.0,Hyderabad,2021,Consulting & Services
Kolo,construction,Early Stage,550000.0,Bangalore,2021,Other
Chqbook,fintech,Early Stage,5000000.0,Gurugram,2021,Technology
My3DSelfie,arts & crafts,Early Stage,111909478.7413793,Guwahati,2021,Other
EV Plugs,information technology & services,unknown,150000.0,Gurugram,2021,Technology
Rulezero,financial services,Early Stage,2500000.0,Bangalore,2021,Consulting & Services
CredRight,financial services,unknown,2700000.0,Hyderabad,2021,Consulting & Services
Karbon Card,fintech,Early Stage,12000000.0,Bangalore,2021,Technology
Auntie Fung,food & beverages,unknown,400000.0,Bangalore,2021,Food & Agriculture
ePayLater,financial services,Series A to Series H,10000000.0,Mumbai,2021,Consulting & Services
Fittr,health,Series A to Series H,11000000.0,Pune,2021,Healthcare
Medikabazaar,healthtech,Series A to Series H,75000000.0,Mumbai,2021,Technology
Nimble Growth Organics,farming,Early Stage,111909478.7413793,Bangalore,2021,Other
Delhivery,logistics & supply chain,unknown,125000000.0,Gurugram,2021,Autommotive $ Transportation
Akudo,financial services,Early Stage,4200000.0,Bangalore,2021,Consulting & Services
Sanctum Wealth,investment management,unknown,10000000.0,Mumbai,2021,Other
88academics,education,Early Stage,3000000.0,New Delhi,2021,Other
Upgame,sports,unknown,111909478.7413793,Gurugram,2021,Other
Sanfe,health,Series A to Series H,1000000.0,New Delhi,2021,Healthcare
PredictiVu,management consulting,Early Stage,1500000.0,Gurugram,2021,Consulting & Services
Sterling Accuris Wellness,hospital & health care,unknown,30000000.0,Ahmedabad,2021,Healthcare
Bijnis,b2b startup,Series A to Series H,30000000.0,New Delhi,2021,Other
Capital Float,financial services,unknown,50000000.0,Bangalore,2021,Consulting & Services
Manch Technologies,information technology & services,Early Stage,1000000.0,Bangalore,2021,Technology
Glamyo Health,hospital & health care,Series A to Series H,3000000.0,New Delhi,2021,Healthcare
CashBook,fintech,Early Stage,2300000.0,Gurugram,2021,Technology
The Money Club,financial services,Early Stage,1700000.0,Noida,2021,Consulting & Services
SuperZop,retail,Series A to Series H,4000000.0,Mumbai,2021,Other
Zypp Electric,logistics & supply chain,Series A to Series H,7000000.0,Gurugram,2021,Autommotive $ Transportation
Alpha Coach,professional training & coaching,unknown,1200000.0,Mumbai,2021,Other
VRO Hospitality,hospitality,Series A to Series H,3000000.0,Bangalore,2021,Other
byteXL,e-learning,unknown,200000.0,Hyderabad,2021,Other
Leena AI,computer software,Series A to Series H,30000000.0,Gurugram,2021,Technology
CARS24,automotive,Series A to Series H,450000000.0,Gurugram,2021,Autommotive $ Transportation
Klub,financial services,Later Stage,2000000.0,Bangalore,2021,Consulting & Services
Bluepad,online media,Early Stage,200000.0,Bangalore,2021,Other
FloBiz,information technology & services,Series A to Series H,31000000.0,Bangalore,2021,Technology
Tummoc,mobility,Early Stage,540000.0,Bangalore,2021,Other
Design Cafe,design,unknown,25000000.0,Bangalore,2021,Other
PayCardo,financial services,Early Stage,111909478.7413793,Pune,2021,Consulting & Services
Aerchain,computer software,Early Stage,3000000.0,Bangalore,2021,Technology
